target_acc,asm_acc
PDT002247261.1,GCA_040595435.1
PDT000746995.1,
PDT001494031.1,GCA_026340835.1
PDT002097515.1,
PDT002040804.1,GCA_034704075.1
PDT001593052.1,
PDT001860460.2,GCA_031097355.2
PDT001157477.6,GCA_020607555.3
PDT001148897.3,GCA_020463995.3
PDT000092656.1,GCA_001415165.1
PDT000132520.1,GCA_001649875.1
PDT001010882.1,
PDT002098577.1,GCA_037008465.1
PDT001225601.1,GCA_021510895.1
PDT001231240.1,GCA_021569455.1
PDT001004082.1,GCA_017897205.1
PDT001371139.1,GCA_024481465.1
PDT001603146.1,GCA_028442995.1
PDT001549633.1,GCA_027257495.1
PDT001506411.1,GCA_026555055.1
PDT001820011.1,GCA_030483985.1
PDT001860304.1,GCA_030850345.1
PDT002191036.1,
PDT002303154.1,GCA_041136305.1
PDT000893499.3,GCA_016474055.3
PDT001923895.2,GCA_032630505.2
PDT000662640.1,GCA_009829555.1
PDT000980440.1,GCA_017169125.1
PDT000837076.1,GCA_014530795.1
PDT000898806.1,GCA_015676875.1
PDT001231358.1,GCA_021571815.1
PDT001852427.1,GCA_030755395.1
PDT001382777.1,GCA_024589095.1
PDT001465476.1,GCA_025852375.1
PDT001505921.1,GCA_026565025.1
PDT001860335.1,GCA_030851185.1
PDT002087868.1,
PDT002247657.1,GCA_040603255.1
PDT002316162.1,
PDT000662274.1,GCA_016498225.1
PDT000443709.1,GCA_016507785.1
PDT000866604.1,GCA_016476305.1
PDT001469590.1,GCA_025897735.1
PDT002332573.1,
PDT001898745.1,GCA_031877245.1
PDT002277472.1,GCA_964206965.1
PDT000176459.2,GCA_001936675.2
PDT000135525.1,GCA_001669525.1
PDT001780861.2,GCA_031129095.2
PDT001255594.3,GCA_028060895.3
PDT000107047.2,GCA_016537005.2
PDT000480728.1,GCA_004357125.1
PDT000355792.1,GCA_003345845.1
PDT000355798.1,GCA_003345955.1
PDT002288954.1,GCA_041023575.1
PDT000929051.1,GCA_016506985.1
PDT000751394.1,GCA_016609655.1
PDT000893900.1,GCA_016473375.1
PDT002024647.1,GCA_034299995.1
PDT001382790.1,GCA_024589355.1
PDT001602916.1,GCA_028437905.1
PDT000253691.1,GCA_002573895.1
PDT001549634.1,GCA_027257515.1
PDT001502913.1,GCA_026473005.1
PDT001505913.1,GCA_026565165.1
PDT000863668.1,GCA_014882135.1
PDT001360377.1,GCA_024259305.1
PDT002064386.1,GCA_036038945.1
PDT000886996.1,
PDT000751288.1,GCA_016486965.1
PDT001585393.1,GCA_028094975.1
PDT001898721.1,GCA_031877685.1
PDT001147095.1,GCA_020255405.1
PDT002024022.1,GCA_034314885.1
PDT002364859.1,GCA_041786195.1
PDT002352075.1,GCA_041728785.1
PDT002140128.1,
PDT001339402.1,
PDT001200327.1,
PDT000837113.1,GCA_014531635.1
PDT000714799.1,
PDT001227180.1,GCA_021545145.1
PDT000300595.1,GCA_003020205.1
PDT001339401.1,
PDT000812686.1,
PDT001616511.1,GCA_028769075.1
PDT002056820.1,
PDT001514250.1,GCA_947391105.1
PDT001590653.1,GCA_028167825.1
PDT000932674.3,GCA_028064235.3
PDT001114953.1,GCA_019725315.1
PDT001463205.3,GCA_025807315.3
PDT001280627.3,GCA_022881215.3
PDT000046680.3,GCA_000809505.3
PDT001147039.1,GCA_020251225.1
PDT001283698.1,GCA_022933765.1
PDT001795773.1,GCA_030377425.1
PDT001603217.1,GCA_028444425.1
PDT002230513.1,GCA_040301505.1
PDT001505861.1,GCA_026566215.1
PDT002152104.1,
PDT002247598.1,GCA_040602065.1
PDT000660393.1,
PDT001602990.1,GCA_028439875.1
PDT000354295.1,GCA_900494435.1
PDT000659451.1,
PDT001590650.1,GCA_028167895.1
PDT002069408.1,GCA_036289795.1
PDT001157535.8,GCA_020557185.3
PDT002045991.1,GCA_035078565.1
PDT000216823.1,GCA_002183045.1
PDT002024692.1,GCA_034299815.1
PDT000557539.1,GCA_007833155.1
PDT000683295.1,GCA_010500015.1
PDT001127677.1,GCA_019903195.1
PDT000892979.1,GCA_015536855.1
PDT001816268.1,GCA_031110185.1
PDT002302009.1,GCA_041079955.1
PDT001147054.1,GCA_020254585.1
PDT001258896.1,GCA_022467975.1
PDT001603141.1,GCA_028442895.1
PDT001218570.1,GCA_021385395.1
PDT000863650.1,GCA_014881775.1
PDT001766207.1,GCA_030141465.1
PDT002152117.1,
PDT002129963.1,
PDT002179613.1,
PDT000866546.1,GCA_016477145.1
PDT000856408.1,GCA_014842895.1
PDT000662299.1,GCA_016844165.1
PDT001200311.1,
PDT001585630.1,GCA_028089175.1
PDT001173441.3,GCA_020838385.3
PDT001157457.5,GCA_020606885.3
PDT001001339.3,GCA_017836315.3
PDT000114299.2,GCA_016524145.2
PDT000152753.2,
PDT000945322.2,GCA_016767975.1
PDT001973261.1,GCA_033378945.1
PDT002332920.1,GCA_041399185.1
PDT001218573.1,GCA_021385455.1
PDT001312771.1,GCA_023499055.1
PDT001952753.1,GCA_032941655.1
PDT001593329.1,
PDT002239558.1,GCA_040445685.1
PDT001963715.1,GCA_033142775.1
PDT002344755.1,
PDT000632863.1,
PDT002059613.1,GCA_958317425.1
PDT002059624.1,GCA_958317605.1
PDT000046294.1,GCA_000804905.1
PDT001831235.2,GCA_031104725.2
PDT001258011.3,GCA_022477395.3
PDT001157475.5,GCA_020606695.3
PDT001739656.2,GCA_031151675.2
PDT001336329.1,GCA_024025535.1
PDT000290050.1,GCA_002951255.1
PDT000342112.2,GCA_900478055.2
PDT000863624.1,GCA_014881245.1
PDT001506329.1,GCA_026556555.1
PDT001506274.1,GCA_026557775.1
PDT001940665.1,GCA_032745965.1
PDT001360386.1,GCA_024259555.1
PDT002036461.1,GCA_034507615.1
PDT002097563.1,
PDT002098388.1,
PDT002215857.1,GCA_040239585.1
PDT000605848.1,GCA_008987065.1
PDT000659400.1,
PDT000746172.1,
PDT001214316.3,GCA_021336555.3
PDT001779862.2,GCA_031129965.2
PDT001164059.3,GCA_020677565.3
PDT001611992.3,GCA_031137975.2
PDT002223404.1,GCA_040273815.1
PDT000248870.1,GCA_002416475.1
PDT002145415.1,GCA_038433725.1
PDT000863678.1,GCA_014882325.1
PDT001201044.1,GCA_021145105.1
PDT000807458.1,
PDT000887670.2,
PDT001360364.1,GCA_024258965.1
PDT001603125.1,GCA_028442585.1
PDT001603138.1,GCA_028442845.1
PDT001842117.1,GCA_030649595.1
PDT002145446.1,GCA_038434355.1
PDT000807445.1,
PDT001231218.1,GCA_021569005.1
PDT001496483.3,GCA_026367255.3
PDT002129706.1,GCA_037935245.1
PDT001695737.1,GCA_029847755.1
PDT002125177.1,GCA_037725045.1
PDT000893046.1,GCA_015538205.1
PDT001383176.1,
PDT001383152.1,
PDT000046297.1,GCA_000804965.1
PDT002100439.1,
PDT002233350.1,GCA_040367475.1
PDT002261647.1,GCA_040790285.1
PDT000660333.1,GCA_016498685.1
PDT002313539.1,GCA_041154835.1
PDT000510449.1,GCA_005819265.1
PDT001250857.1,GCA_929618185.1
PDT001824813.1,
PDT000261056.1,GCA_002741415.1
PDT001430345.3,GCA_025424235.3
PDT001204875.3,GCA_021221545.3
PDT000233348.1,GCA_002249365.1
PDT002247691.1,GCA_040603935.1
PDT001377781.3,GCA_024559625.3
PDT001355202.1,GCA_024151795.1
PDT002152099.1,
PDT001874296.1,GCA_031158265.1
PDT001191746.2,
PDT001898734.1,GCA_031877445.1
PDT002008629.1,GCA_033970405.1
PDT001057005.3,GCA_018625975.3
PDT001407876.3,GCA_024855245.3
PDT000217697.1,GCA_002184285.1
PDT000534405.1,GCA_006492505.1
PDT000209049.1,GCA_002137335.1
PDT000603225.1,GCA_008830885.1
PDT001593395.1,
PDT001766024.1,GCA_030130985.1
PDT001792538.1,GCA_030365615.1
PDT001506174.1,GCA_026560135.1
PDT002097588.1,
PDT000606073.1,GCA_009004355.1
PDT001491438.1,
PDT001174142.3,GCA_020863785.3
PDT000623241.1,GCA_009497615.1
PDT001006799.1,GCA_017950855.1
PDT002332565.1,
PDT002152135.1,
PDT000526459.1,GCA_006367395.1
PDT001191104.1,
PDT000049497.1,GCA_000836625.1
PDT001583623.3,GCA_028077975.3
PDT002317122.1,GCA_041269265.1
PDT000114711.2,GCA_016520815.2
PDT000141116.1,GCA_001693115.1
PDT000893264.3,GCA_016473955.3
PDT001549644.1,GCA_027257695.1
PDT001877212.1,GCA_031197405.1
PDT002283588.2,GCA_041014305.2
PDT000046703.3,GCA_000810005.3
PDT001230582.1,
PDT000173910.1,GCA_001908295.1
PDT000912416.1,GCA_015910475.1
PDT000417663.1,GCA_003941095.1
PDT000418758.1,GCA_003948225.1
PDT001258905.1,GCA_022468795.1
PDT001292493.1,GCA_023005135.1
PDT001362946.1,GCA_024296365.1
PDT002056815.1,
PDT001469646.1,GCA_025896755.1
PDT001585397.1,GCA_028094885.1
PDT000901811.3,GCA_016470975.3
PDT000114725.2,GCA_016520545.2
PDT002239523.1,GCA_040444845.1
PDT002239528.1,GCA_040445085.1
PDT000173802.3,GCA_016514215.1
PDT000318203.1,GCA_900406705.1
PDT000633994.1,
PDT001254575.1,GCA_022395595.1
PDT001961400.2,GCA_033136765.2
PDT001283645.1,GCA_022933905.1
PDT002123299.1,
PDT001687569.1,GCA_029674845.1
PDT002146090.1,GCA_038442235.1
PDT002179658.1,
PDT000659945.1,
PDT001044097.1,GCA_018423275.1
PDT002059603.1,GCA_958317345.1
PDT001506360.1,GCA_026555875.1
PDT000209549.1,GCA_002144995.1
PDT000417642.1,GCA_003940005.1
PDT001435556.1,GCA_025402915.1
PDT002000509.1,GCA_033903165.1
PDT001860351.1,GCA_030851895.1
PDT001497868.1,GCA_026273925.1
PDT000233844.1,GCA_002250465.1
PDT001898863.1,GCA_031876585.1
PDT001898724.1,GCA_031877645.1
PDT002168188.1,GCA_039649735.1
PDT002007946.1,GCA_033959465.1
PDT001336323.1,GCA_024025615.1
PDT001837099.1,GCA_030553995.1
PDT002111472.1,GCA_037118785.1
PDT001258883.2,GCA_022460875.2
PDT001505795.1,GCA_026567515.1
PDT001957352.1,GCA_033129225.1
PDT002247674.1,GCA_040603595.1
PDT000173816.2,GCA_016517525.2
PDT000660200.1,
PDT000595110.1,GCA_008709585.1
PDT001336340.1,GCA_024025365.1
PDT001795786.1,GCA_030377665.1
PDT002129566.1,GCA_037911735.1
PDT002026715.1,GCA_034296825.1
PDT002179594.1,
PDT002387553.1,
PDT000046679.3,GCA_000809485.3
PDT000071256.1,GCA_001077575.1
PDT000114678.2,GCA_016521345.2
PDT001595043.1,GCA_028175385.1
PDT001603246.1,GCA_028444985.1
PDT000850531.3,GCA_016480945.3
PDT002122772.1,GCA_037545755.1
PDT001957306.1,GCA_033130415.1
PDT000176197.2,GCA_016515695.2
PDT001200304.1,
PDT001253213.4,
PDT002145580.1,GCA_038442095.1
PDT002059848.1,GCA_958322275.1
PDT002277491.1,GCA_964206925.1
PDT000135582.1,GCA_001674665.1
PDT001435128.3,GCA_025443225.3
PDT000568125.1,GCA_007999635.1
PDT000623238.1,GCA_009497505.1
PDT000665237.1,GCA_009887785.1
PDT000837118.1,GCA_014531735.1
PDT001044094.1,GCA_018422795.1
PDT000714777.1,
PDT001852433.1,GCA_030755495.1
PDT001231214.1,GCA_021568895.1
PDT002129975.1,
PDT002129998.1,
PDT001469774.1,GCA_025895995.1
PDT000102155.1,GCA_001511915.1
PDT001898729.1,GCA_031877585.1
PDT000901860.3,GCA_016471055.3
PDT001898910.1,GCA_031875545.1
PDT000216836.1,GCA_002183325.1
PDT001940664.1,GCA_032737705.1
PDT000642506.1,GCA_009736455.1
PDT002000515.1,GCA_033903285.1
PDT001695732.1,GCA_029847675.1
PDT002152139.1,
PDT001957072.1,
PDT002247433.1,GCA_040598765.1
PDT001491490.1,
PDT001494886.1,GCA_026324915.1
PDT001706434.3,GCA_031135985.2
PDT002067963.1,GCA_036464555.1
PDT001882396.2,GCA_031436125.2
PDT000534464.1,GCA_006493655.1
PDT001435634.1,GCA_025406955.1
PDT001538066.1,GCA_027129085.1
PDT001505745.1,GCA_026568455.1
PDT001852469.1,GCA_030756215.1
PDT001874253.1,GCA_031156475.1
PDT001491454.1,
PDT001898728.1,GCA_031877545.1
PDT001001330.3,GCA_017835715.3
PDT001264550.3,GCA_022588035.3
PDT001618839.3,GCA_028856625.3
PDT000106870.2,GCA_016539045.2
PDT001595092.1,GCA_028178245.1
PDT001538511.1,GCA_027084985.1
PDT001505821.1,GCA_026567035.1
PDT000424061.1,GCA_016513235.1
PDT001898865.1,GCA_031876515.1
PDT001795318.1,GCA_031113455.1
PDT001336333.1,GCA_024025495.1
PDT000209476.1,GCA_002142735.1
PDT000418813.1,GCA_003949335.1
PDT001435624.1,GCA_025406775.1
PDT001610248.1,GCA_028550305.1
PDT002239505.1,GCA_040444105.1
PDT002230509.1,GCA_040301425.1
PDT000633858.1,
PDT002059748.1,GCA_958320225.1
PDT001157707.4,GCA_020606875.3
PDT001147844.3,GCA_020411905.3
PDT001292500.1,GCA_023005285.1
PDT001956989.1,
PDT001889841.1,
PDT001491586.1,
PDT001233320.3,GCA_021752485.3
PDT001961342.1,GCA_033102475.1
PDT001502929.1,GCA_026471705.1
PDT002123296.1,
PDT002225251.1,GCA_040287845.1
PDT000092648.1,GCA_001415015.1
PDT000363577.1,GCA_003382235.1
PDT000418781.1,GCA_003948675.1
PDT001846993.1,GCA_031100975.1
PDT002126621.1,
PDT001898744.1,GCA_031877265.1
PDT001280634.3,GCA_022881115.3
PDT000534392.1,GCA_006492215.1
PDT001147100.1,GCA_020255545.1
PDT001382798.1,GCA_024589495.1
PDT002247686.1,GCA_040603835.1
PDT000300597.1,GCA_003020225.1
PDT000659417.1,
PDT000356858.1,GCA_003352495.1
PDT000222344.1,GCA_002212715.1
PDT000659528.1,
PDT000729670.1,GCA_012935005.1
PDT001325636.1,GCA_023825335.1
PDT000660335.1,GCA_016498625.1
PDT000033762.1,GCA_000708795.1
PDT001923899.2,GCA_032630425.2
PDT001242790.3,GCA_022106195.3
PDT000899118.3,GCA_016472055.3
PDT001359583.3,GCA_028058715.3
PDT000526481.1,GCA_006367855.1
PDT000480313.1,GCA_004354185.1
PDT001638327.1,GCA_028781665.1
PDT001852462.1,GCA_030756095.1
PDT001604492.1,
PDT000217698.1,GCA_002184325.1
PDT001577280.1,GCA_027855295.1
PDT000725037.1,GCA_016496465.1
PDT000745895.1,
PDT000257787.1,GCA_002634325.1
PDT000600537.1,GCA_008806535.1
PDT001000578.1,GCA_017726575.1
PDT002029816.1,GCA_034365845.1
PDT001766055.1,GCA_030131625.1
PDT002239560.1,GCA_040445765.1
PDT000048856.1,GCA_000820685.1
PDT000662276.1,GCA_016498145.1
PDT001898864.1,GCA_031876535.1
PDT001264627.3,GCA_022666275.3
PDT000387369.1,GCA_003596125.1
PDT000937778.1,GCA_016654165.1
PDT001178523.1,GCA_020861675.1
PDT001603333.1,GCA_028447485.1
PDT002152097.1,
PDT001824789.1,
PDT001469763.1,GCA_025896855.1
PDT000722352.1,GCA_012277115.1
PDT000173788.3,GCA_016514515.1
PDT000162435.2,GCA_900118075.2
PDT002056787.1,
PDT002082788.1,GCA_036742505.1
PDT001993029.2,GCA_033860375.2
PDT001292519.1,GCA_023005705.1
PDT002261618.1,GCA_040786385.1
PDT000746164.1,
PDT000949991.3,GCA_017118485.3
PDT001046087.3,GCA_018495085.3
PDT001253243.4,
PDT000274491.2,GCA_002837895.2
PDT001087909.1,GCA_019188995.1
PDT001940672.1,GCA_032745955.1
PDT002152125.1,
PDT002146095.1,GCA_038442305.1
PDT000605851.1,GCA_008987245.1
PDT001231296.1,GCA_021570565.1
PDT001505763.1,GCA_026568315.1
PDT001898747.1,GCA_031877225.1
PDT001253176.4,
PDT000642558.1,GCA_009737775.1
PDT002087866.1,
PDT001009049.1,
PDT000733266.3,GCA_016489505.3
PDT000209080.1,GCA_002137955.1
PDT001847671.1,GCA_030705365.1
PDT000230495.1,GCA_002237955.1
PDT001095964.2,GCA_019323795.1
PDT001065598.1,GCA_018789495.1
PDT000431558.1,GCA_016510195.1
PDT002056809.1,
PDT001200624.1,
PDT000383108.1,GCA_003583665.1
PDT001689408.3,GCA_029737595.3
PDT000482871.1,GCA_004378395.1
PDT002140772.1,
PDT002313755.1,
PDT001374665.3,GCA_024571395.3
PDT002130015.1,
PDT001873306.1,GCA_031182485.1
PDT001604480.1,GCA_028469965.1
PDT002277481.1,GCA_964206625.1
PDT001377734.3,GCA_024560465.3
PDT000659356.1,
PDT000578970.1,GCA_008180145.1
PDT001505666.1,GCA_026570035.1
PDT001235935.1,GCA_021730415.1
PDT001469641.1,GCA_025897255.1
PDT000866585.1,GCA_016476505.1
PDT000418766.1,GCA_003948385.1
PDT000837107.1,GCA_014531515.1
PDT001603158.1,GCA_028443225.1
PDT001898711.1,GCA_031877965.1
PDT000152749.2,
PDT001795790.1,GCA_030377745.1
PDT001512427.1,GCA_026622455.1
PDT001191727.2,
PDT000287626.1,GCA_002927805.1
PDT001476180.1,GCA_025971765.1
PDT001147114.1,GCA_020256005.1
PDT001825557.2,GCA_030516405.1
PDT002152140.1,
PDT001372739.1,GCA_024487925.1
PDT000431518.1,GCA_016511535.1
PDT000534377.1,GCA_006491885.1
PDT000510446.1,GCA_005819225.1
PDT000937777.1,GCA_016654155.1
PDT001603323.1,GCA_028447285.1
PDT002152143.1,
PDT002179606.1,
PDT001506101.1,GCA_026561515.1
PDT002152127.1,
PDT002247268.1,GCA_040595565.1
PDT000745733.1,
PDT000747274.1,
PDT002213450.1,GCA_040238265.1
PDT000659975.1,
PDT000106865.2,GCA_016539245.2
PDT000418815.1,GCA_003949365.1
PDT001310047.1,GCA_023361175.1
PDT001191683.1,
PDT001824814.1,
PDT000659552.1,
PDT000659516.1,
PDT001258890.1,GCA_022467435.1
PDT001955653.1,GCA_033030705.1
PDT002026722.1,GCA_034296945.1
PDT002123302.1,
PDT000660397.1,
PDT001616502.1,GCA_028658145.1
PDT001898726.1,GCA_031877605.1
PDT000418824.1,GCA_003949615.1
PDT002152124.1,
PDT000725208.3,GCA_016491095.3
PDT001159247.3,GCA_020575495.3
PDT002250831.1,GCA_040698725.1
PDT001889846.1,
PDT000893650.3,GCA_016474015.3
PDT001502866.1,GCA_026473365.1
PDT001603340.1,GCA_028447625.1
PDT001898866.1,GCA_031876475.1
PDT001006774.1,GCA_017950355.1
PDT001603042.1,GCA_028440925.1
PDT000663691.1,
PDT000745724.1,
